;Titile;Genre;Realease Date;Description;Title Of Video;YoTube URL;CoverPhotoTitle;Cover Photo Url ;ScreenShot1 Title;ScreenShot1 URL;ScreenShot2 Title;ScreenShot2 URL
86;Assassin's Creed: Unity;Action;11 November 2014;The fifth major installment in the extremely popular Assassins Creed franchise, created by the Ubisoft company in 2007. It is at the same time the first iteration of the series designed for PC and the eight generation consoles. The new story features a new assassin, Arno. The story is set in the late-18th-century Paris, faithfully recreated in the game. In the turbulent times of the French Revolution the protagonist is trying to alter the fate of his nation, while seeking retribution for his past mistakes. The debut of the series on Xbox One and PlayStation 4 provided an opportunity to re-imagine the series. Changes included not only graphics, physics, and animations, but also gameplay mechanics and combat system. The hero learned new abilities that can be developed in three different areas. The game world is bigger and richer in content, offering full freedom of exploration.;Assassin's Creed Unity Official E3 2014 Single Player Commented Demo [SCAN];https://www.youtube.com/watch?v=wzBJPOcmke0;Assassin's Creed  Unity.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Assassin's Creed  Unity.jpg;assassin's_creed__unity_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\assassin's_creed__unity_screenshot\1.jpg;assassin's_creed__unity_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\assassin's_creed__unity_screenshot\2.jpg
499;Assetto Corsa;Racing;19 December 2014;A very realistic racing simulator developed by independent studio Kunos Simulazioni, which specializes in the genre. The developers of Assetto Corsa have previously created such games like netKar Pro and Ferrari Virtual Academy. The game allows the players to assume the role of professional race drivers and participate in thrilling races of various car classes  from mass-produced vehicles, through prototypes, to the legends of GT and F1. The game has a realistic driving model developed by racing engineers and professional drivers. The model calculates many factors related to the cars behavior on a track, including g-force distribution and tire grip. Assetto Corsas high quality graphics employ the potential of DirectX 11 libraries and the eighth generation consoles. It uses such technologies like HDR, motion blur, dynamic lightning and shadows.;Assetto Corsa Competizione - E3 Tech Demo Gameplay 3/4 - Day&Night Cycle;https://www.youtube.com/watch?v=CezuNmeKzWA;Assetto Corsa.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Assetto Corsa.jpg;assetto_corsa_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\assetto_corsa_screenshot\1.jpg;assetto_corsa_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\assetto_corsa_screenshot\2.jpg
207;Assetto Corsa Competizione;Racing;29 May 2019;A racing simulator developed by Kunos Simulazioni. Assetto Corsa Competizione is the official video game based on the license of Blancpain GT races organized by SRO Motorsports Group.;Assetto Corsa Competizione - E3 Tech Demo Gameplay 3/4 - Day&Night Cycle;https://www.youtube.com/watch?v=CezuNmeKzWA;Assetto Corsa Competizione.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Assetto Corsa Competizione.jpg;assetto_corsa_competizione_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\assetto_corsa_competizione_screenshot\1.jpg;assetto_corsa_competizione_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\assetto_corsa_competizione_screenshot\2.jpg
381;Astroneer;Adventure;06 February 2019;A sandbox game by System Era Softworks. Astroneer is set in the 25th century, when the civilization on Earth has developed enough for interstellar travel to become an everyday occurrence. It resulted in a certain kind of gold fever  people started to explore other planets on their own, driven by the desire of getting rich quick. The open world of the game is procedurally generated, and the surfaces of planets and moons are made of voxels. You play as an astronaut equipped with tools allowing them to dig holes in order to find resources and artifacts, which can be then sold or used to create new items thanks to an expansive crafting system. The system allows not only to make and modify useful equipment and vehicles, but also to build bases. The planets featured in the game vary in terms of gravity, resources, and possible dangers. The game features both a single player mode and a multiplayer mode.;Astroneer - Official Launch Trailer;https://www.youtube.com/watch?v=UMLwzt5t9bs;Astroneer.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Astroneer.jpg;astroneer_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\astroneer_screenshot\1.jpg;astroneer_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\astroneer_screenshot\2.jpg
228;Atelier Ryza: Ever Darkness & the Secret Hideout;RPG;29 October 2019;The next installment of the famous series of jRPG games called Atelier. The production improves the mechanics and presents a new story with the participation of another heroine. The creators of the previous parts, the Japanese studio Gust, are responsible for creating this title. The publisher is Koei Tecmo again.;Atelier Ryza: Ever Darkness & the Secret Hideout - First impressions;https://www.youtube.com/watch?v=LgBjCi-UMfc;Atelier Ryza  Ever Darkness & the Secret Hideout.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Atelier Ryza  Ever Darkness & the Secret Hideout.jpg;atelier_ryza__ever_darkness_&_the_secret_hideout_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\atelier_ryza__ever_darkness_&_the_secret_hideout_screenshot\1.jpg;atelier_ryza__ever_darkness_&_the_secret_hideout_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\atelier_ryza__ever_darkness_&_the_secret_hideout_screenshot\2.jpg
597;Baba Is You;Logic;13 March 2019;An original puzzle game in which the player can manipulate the rules of the game and the limitations present in each of the hundred stages. They are described with simple messages, which we modify, thus influencing the ways of interaction with objects or even changing the target waiting to be executed.;Baba Is You - Release Date Trailer - Nintendo Switch;https://www.youtube.com/watch?v=z3_yA4HTJfs;Baba Is You.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Baba Is You.jpg;baba_is_you_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baba_is_you_screenshot\1.jpg;baba_is_you_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baba_is_you_screenshot\2.jpg
726;Baldur's Gate;RPG;23 December 1998;A fantasy RPG that draws inspiration from the roots of the genre and faithfully recreates the rules of the second edition of the D&D system. The action starts in Candlekeep, a stronghold located on the Sword Coast in the Forgotten Realms. The protagonist is a youngster brought up by his foster father, Gorion. When strangers attempt to take his life, both heroes try to escape, but Gorion sacrifices himself to save his son. Uncovering his true destination and the cause of the unexplained events become the goals of the protagonist. Biowares Baldurs Gate offers a classical isometric view and the possibility of controlling a party of diversified characters with various personalities and statistics. The gameplay is focused on exploring vast lands of the Forgotten Realms, completing a myriad of primary and secondary quests, and real-time combat featuring an active pause.;Baldur's Gate III - Official UNCUT Announcement Teaser | E3 2019;https://www.youtube.com/watch?v=WvMf_DcyWbI;Baldur's Gate.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Baldur's Gate.jpg;baldur's_gate_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate_screenshot\1.jpg;baldur's_gate_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate_screenshot\2.jpg
659;Baldur's Gate II: Enhanced Edition;RPG;15 November 2013;An Overhaul Games remastered edition of the cult Baldurs Gate II: Shadows of Amn with the Throne of Bhaal expansion. The players have another opportunity to visit the fantasy world of Forgotten Realms to embark on a rescue mission with the protagonist and face his horrifying legacy. Similarly to the original, the gameplay mechanics of Baldurs Gate II: Enhanced Edition are based on the second edition of the Dungeons & Dragons RPG system. The developers of the reedition introduce a number of additional quests, items, locations, and characters. Changes were also made in the graphics, upgrading them to the High Definition standard.;Baldur's Gate II: Enhanced Edition Let's Play Gameplay;;Baldur's Gate II  Enhanced Edition.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Baldur's Gate II  Enhanced Edition.jpg;baldur's_gate_ii__enhanced_edition_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate_ii__enhanced_edition_screenshot\1.jpg;baldur's_gate_ii__enhanced_edition_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate_ii__enhanced_edition_screenshot\2.jpg
429;Baldur's Gate II: Shadows of Amn;RPG;22 September 2000;A sequel to the bestselling RPG by BioWare from 1998. The story of Baldurs Gate II: Shadows of Amn continues the tale that began in the first part, in which the protagonist faced the god Bhaal himself and his own brother Sarevok. This time fate throws him to an unknown land named Amn, located in the southern part of Swords Coast, where he is abducted with his party by a powerful mage, Irenicus. The players are to search for Imoen  the heros childhood friend  and face the evil warlock. In terms of game mechanics, the title does not differ from its predecessor, offering vast, new locations to explore and lots of new quests and enemies. However, new characters classes appeared, along with previously unavailable skills, spells, and items. The visuals have also been visibly enhanced, displayed in 800x600 resolution an supporting 3D accelerators.;Let's Play Baldur's Gate II: Enhanced Edition [Part 1] - The Great Escape -  Gameplay Walkthrough;https://www.youtube.com/watch?v=Sqk6JMv4Anw;Baldur's Gate II  Shadows of Amn.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Baldur's Gate II  Shadows of Amn.jpg;baldur's_gate_ii__shadows_of_amn_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate_ii__shadows_of_amn_screenshot\1.jpg;baldur's_gate_ii__shadows_of_amn_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate_ii__shadows_of_amn_screenshot\2.jpg
93;Baldur's Gate: Enhanced Edition;RPG;28 November 2012;A remastered edition of the legendary RPG developed by BioWare in 1998. It was enhanced by Overhaul Games and contains the vanilla game as well as the Tales of the Sword Coast expansion. The plot takes us to the popular Forgotten Realms universe where we follow the adventures of a six-member party led by the protagonist, an orphan brought up by his foster father. The hero embarks on a dangerous journey to face forces of evil and uncover a horrifying truth about his or her origins. The gameplay is based on the rules of the Dungeons & Dragons system. The remastered version of the game features, first and foremost, improved graphics and entirely new content in the form of quests and items created in cooperation with the developers of the original for the purposes of this edition.;Let's Play Baldur's Gate: Enhanced Edition - Ep 1 - Candlekeep!;https://www.youtube.com/watch?v=7IHGRT7zhGI;Baldur's Gate  Enhanced Edition.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Baldur's Gate  Enhanced Edition.jpg;baldur's_gate__enhanced_edition_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate__enhanced_edition_screenshot\1.jpg;baldur's_gate__enhanced_edition_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate__enhanced_edition_screenshot\2.jpg
712;Baldur's Gate: Siege of Dragonspear;RPG;31 March 2016;An official expansion for the Baldurs Gate: Enhanced Edition from 2012. It was developed by Overhaul Games and serves as a story bridge between the first and the second installment in the Baldurs Gate series. In the game, we face a sinister crusade led by a warrior known as the Shining Lady who is also a bhaalspawn. Siege of Dragonspear introduces four completely new companions that can join our party. The title also offers a new character class, new locations, quests, items, spells, and so on. On the technical side, the expansion does not deviate from the original game released three years earlier. We can start the adventure using a character imported from Baldurs Gate: Enhanced Edition, and then export it to Baldurs Gate II: Enhanced Edition upon having finished the expansion.;Baldur's Gate: Siege of Dragonspear Ep. 1 - Reunions - Let's Play Gameplay Walkthrough;https://www.youtube.com/watch?v=H2UGZdzxYRc;Baldur's Gate  Siege of Dragonspear.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Baldur's Gate  Siege of Dragonspear.jpg;baldur's_gate__siege_of_dragonspear_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate__siege_of_dragonspear_screenshot\1.jpg;baldur's_gate__siege_of_dragonspear_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\baldur's_gate__siege_of_dragonspear_screenshot\2.jpg
527;Banished;Strategy;18 February 2014;Banished is a real-time economical strategy game, the first one developed by Luke Hodorowicz, the founder of the independent studio Shining Rock Software LLC. The player controls a small group of people exiled from their home country, who are trying to settle down in a new place and create the foundations of a powerful kingdom. The task calls, first and foremost, for ensuring the survival of a small society, and then managing its development. The gameplay focuses heavily on reasonable use of resources and methodical care for the player's subjects, constantly threatened by such dangers as hunger, diseases or unfavorable weather conditions (drought, harsh winters, etc.). Along the course of the game, the village grows in size and the gameplay difficulty increases.;Banished | Ep. 01 | Greatest City Construction Begins | Banished City Building Tycoon Gameplay;https://www.youtube.com/watch?v=oWHhl73oHj0;Banished.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Banished.jpg;banished_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\banished_screenshot\1.jpg;banished_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\banished_screenshot\2.jpg
177;Batman: Arkham Asylum;Action;25 August 2009;A dark action game starring the popular comic book superhero. Batman: Arkham Asylum was made by the Rocksteady developer studio, makers of Urban Chaos: Riot Response. The game's story revolves around Batman's struggle against the Joker. After capturing the villain, Bat transports the captive to titular psychiatric hospital. After they arrive, everything turns out to be a part of the Joker's intricately hatched plan, and the hero has to face the most dangerous thugs imprisoned there (Victor Zsasz, Killer Croc, Harley Quinn, Poison Ivy and others). The gameplay consists of fighting using several spectacular combos, as well as clever bat-gadgets. Batman: Arkham Asylum is powered by the Unreal Engine 3.;BATMAN ARKHAM ASYLUM Full Game Walkthrough  - No Commentary;https://www.youtube.com/watch?v=Ut5x6JbFrUU;Batman  Arkham Asylum.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Batman  Arkham Asylum.jpg;batman__arkham_asylum_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__arkham_asylum_screenshot\1.jpg;batman__arkham_asylum_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__arkham_asylum_screenshot\2.jpg
77;Batman: Arkham City;Action;18 October 2011;A sequel to the 2009 Batman: Arkham Asylum. Just like its predecessor, the game was produced by British studio Rocksteady in cooperation with Warner Bros. Interactive. The story campaign in Batman: Arkham City is set several months after the events of the first game. An old district of Gotham City was walled off and the most dangerous criminals were put inside. Afraid that the situation is getting out of control, Batman tries to stop the wrongdoers before it is too late. Gameplay mechanics combines elements of action with beatem up game. As compared with the first installment, Batman: Arkham City gives players much greater freedom when it comes to exploration of the games open world and carrying out the missions.;Batman: Arkham City Gameplay (PC, PS3, Xbox 360, Wii);https://www.youtube.com/watch?v=tCw_GKUK7bE;Batman  Arkham City.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Batman  Arkham City.jpg;batman__arkham_city_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__arkham_city_screenshot\1.jpg;batman__arkham_city_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__arkham_city_screenshot\2.jpg
11;Batman: Arkham Knight;Action;23 June 2015;The fourth installment in the action game series, featuring the titular comic book superhero. The game was developed by Rocksteady, the studio which had previously worked on Batman: Arkham Asylum and Batman: Arkham City. The plot depicts the next chapter of Batmans adventures. This time, the hero must face Scarecrow, who successfully terrorized Gotham City. A coalition has also formed against the Dark Knight, composed of extremely dangerous criminals such as Penguin or Harley Quinn, and led by the eponymous Arkham Knight. The developers have remained faithful to previously proven solutions and gameplay mechanics. However, several changes have also been implemented, such as the ability to knock out several enemies at once. A brand new feature is the introduction of the famous Batmobile, which can be used to traverse the virtual Gotham.;Official Batman: Arkham Knight -- Batmobile Battle Mode Gameplay footage | E3 2014 | PS4;https://www.youtube.com/watch?v=QCcKyxX15e4;Batman  Arkham Knight.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Batman  Arkham Knight.jpg;batman__arkham_knight_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__arkham_knight_screenshot\1.jpg;batman__arkham_knight_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__arkham_knight_screenshot\2.jpg
88;Batman: Arkham Origins;Action;16 October 2013;The third entry in the series of spectacular action games with Batman. It was developed by WB Games Montreal (which previously prepared the Wii U port of Batman: Arkham City) and published by the Warner Bros. company. The story of Batman: Arkham Origins shows the beginning of Batmans career, taking inspiration from the comic books Batman: Year One and Legends of the Dark Knight. As the protagonist, we face Black Mask and his hired thugs. Like in the previous games from the Batman: Arkham series, gameplay combines features of a fighting game with shooter and stealth elements. Additionally, the creators included some innovations, like a built-in system of challenges.;Batman Arkham Origins Gameplay Walkthrough Part 1 - Black Mask;https://www.youtube.com/watch?v=9NinxoQFGbg;Batman  Arkham Origins.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Batman  Arkham Origins.jpg;batman__arkham_origins_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__arkham_origins_screenshot\1.jpg;batman__arkham_origins_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__arkham_origins_screenshot\2.jpg
978;Batman: Return to Arkham;Action;18 October 2016;A compilation of two remastered versions of action-adventure games from the Batman: Arkham series with all DLC packs. The refreshed versions were created by Virtuos, a company which previously created other remastered games. Batman: Return to Arkham consists of two games: Batman: Arkham Asylum from 2009 and Batman: Arkham City from 2011. The first title takes place in a mental facility taken over by Joker and other villains. The second part takes place in an isolated district in which especially dangerous criminals were locked. Both games have open locations and action-based mechanics. Whats characteristic for the series is spectacular combat based on combo system  the longer the series of attacks, the stronger the heros hits. Batman also has access to technologically advanced gadgets which are used not only for combat, but for traveling through the game world and for solving riddles as well. The games featured in Batman: Return to Arkham compilation offer improved graphics powered by Unreal Engine 4.;BATMAN RETURN TO ARKHAM Gameplay Walkthrough Part 1 FULL GAME (1080p) No Commentary (Arkham Asylum);https://www.youtube.com/watch?v=GbVC75epBaw;Batman  Return to Arkham.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Batman  Return to Arkham.jpg;batman__return_to_arkham_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__return_to_arkham_screenshot\1.jpg;batman__return_to_arkham_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__return_to_arkham_screenshot\2.jpg
691;Batman: The Telltale Series;Adventure;02 August 2016;Another episodic adventure game developed by the experienced American studio Telltale Games, who had produced many highly acclaimed video games based on famous films, books, and comic books, such as Back to the Future, The Walking Dead, and Game of Thrones. Batman: A Telltale Game Series takes you into the grim city of Gotham, however, unlike Rocksteadys popular action game series, Telltale Games production focuses on Bruce Wayne himself, showing his moral dilemmas and the burden imposed on him by the constant fight against corruption and crime. In terms of gameplay the title does not stray far from the studios previous productions. As always, the key element of gameplay is making tough choices that influence the way the story unfolds  and not just within one chapter but across the entire season.;Batman The Telltale Series Episode 1 - Part 1 Gameplay Walkthrough;https://www.youtube.com/watch?v=tpvwZbHJIeQ;Batman  The Telltale Series.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Batman  The Telltale Series.jpg;batman__the_telltale_series_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__the_telltale_series_screenshot\1.jpg;batman__the_telltale_series_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__the_telltale_series_screenshot\2.jpg
885;Batman: The Telltale Series - The Enemy Within;Adventure;08 August 2017;The second season of Batman: The Telltale Series, which debuted in 2016. In this adventure game by Telltale Games (the developers of such titles as The Walking Dead: A Telltale Games Series and The Wolf Among Us: A Telltale Games Series) the player follows the dark story of Bruce Wayne and his superhero alter-ego. This time Batman has to challenge both Joker and Riddler as well as a merciless federal agent who has just came to the city of Gotham. The story is split into five episodes, the first one of which launched in August 2017. In the game you get to explore small locations, talk to characters met there, play through QTE sequences and, of course, make difficult moral decisions that determine how the story unfolds. Batman: The Telltale Series - The Enemy Within features actors that made the appearance in the first game. Batman is starred by Troy Baker, while his arch-nemesis Joker by Anthony Ingruber.;BATMAN SEASON 2 THE ENEMY WITHIN EPISODE 4 Walkthrough Gameplay Part 1 - Pact (Telltale);https://www.youtube.com/watch?v=jXkQ2RbOYBw;Batman  The Telltale Series - The Enemy Within.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Batman  The Telltale Series - The Enemy Within.jpg;batman__the_telltale_series_-_the_enemy_within_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__the_telltale_series_-_the_enemy_within_screenshot\1.jpg;batman__the_telltale_series_-_the_enemy_within_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\batman__the_telltale_series_-_the_enemy_within_screenshot\2.jpg
935;Battalion 1944;Action;23 May 2019;A multiplayer-focused first-person shooter set during the World War 2, developed by British Bulkhead Interactive studio. The maps on which we play are inspired by real battlefields of the Great War, like the streets of Carentan or the forests near Bastogne. We play as an infantry soldier and take part in dynamic, purely arcade battles  though not without a good dose of realism, visible in e.g. faithfully recreated weapons. The game emphasizes players skills and lacks a character progression system typically present in other online titles, with our only reward for winning being only cosmetic additions. Battalion 1944 offers many classic game modes, like deathmatch, capture the flag, and their team variants.;BATTALION 1944 - Gameplay and First Impressions;https://www.youtube.com/watch?v=-DPnQDhF348;Battalion 1944.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Battalion 1944.jpg;battalion_1944_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battalion_1944_screenshot\1.jpg;battalion_1944_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battalion_1944_screenshot\2.jpg
445;Battle Brothers;Strategy;24 March 2017;A combination of a turn-based strategy and an RPG, developed by Overhype Studios. Battle Brothers takes the player to a medieval-like low-fantasy world, where they become a leader of a mercenary band. The player can have up to 12 fighters under their command, and each of them has a portrait, name and a backstory, apart from a set of features that affect their stats and capabilities on the battlefield. The game does not make use of character classes, thus the player can assign weapons bought or taken from the enemies without any restrictions. The basic weaponry includes a set of medieval tools, such as swords, spears, axes, bows or crossbows. Different kinds of weapons offer interesting special attacks - for instance, axes can break shields;Battle Brothers Gameplay - Final Update! - Part 1 Let's Play Battle Brothers;https://www.youtube.com/watch?v=Nb649VH3QWI;Battle Brothers.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Battle Brothers.jpg;battle_brothers_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battle_brothers_screenshot\1.jpg;battle_brothers_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battle_brothers_screenshot\2.jpg
639;BattleTech;Strategy;24 April 2018;BattleTech, developed by Harebrained Schemes studio, known for Shadowrun, is a tactical battle game, which is a refreshed edition of a game released for PC in the 80s, as one of the first games by Westwood (Command & Conquer). The work was overseen by Jordan Weisman himself  the developer of the acclaimed series, MechWarrior, as well as the original BattleTech tabletop from 1984. The game is set in the year 3025, in a universe in which influential noble houses compete for dominance over individual zones of the Galaxy. In terms of mechanics, the game is a turn-based strategy with RPG elements, in which powerful mechs take the center stage. The centerpiece of the gameplay is a complex and partly non-linear story campaign, but the developers also provide a possibility to play with others in a multiplayer.;First Five Hours - #1 BATTLETECH Let's Play Campaign Gameplay;https://www.youtube.com/watch?v=kU0CrlMOWvE;BattleTech.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\BattleTech.jpg;battletech_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battletech_screenshot\1.jpg;battletech_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battletech_screenshot\2.jpg
127;Battlefield 1;Action;21 October 2016;Another full-fledged installment in one of the most popular series of war shooters played from the first-person view and developed since 2002, as the effect of cooperation between Electronic Arts and DICE. With its flamboyant title, Battlefield 1 introduces the series to the realities of the First World War. The story campaign depicts this global conflict through the eyes of several independent characters, who participate in twentieth-century's first modern military conflict. When it comes to the gameplay itself, the game reaches back to the roots of the franchise, offering larger, open maps and giving a great deal of freedom when it comes to approaching different objectives. Simultaneously, the single-player mechanics were significantly modified, in order for these to resemble the specifics of the multiplayer mode, which allows even up to 64 players to meet in one session. The new time period does not bring only the adequate weaponry and vehicles (planes, tanks, warships), but also makes it necessary to apply a different approach to combat - for instance, battles have become more brutal and a greater emphasis was placed on melee combat.;Battlefield 1 Official Gameplay Trailer;https://www.youtube.com/watch?v=4pY3hlQEOc0;Battlefield 1.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Battlefield 1.jpg;battlefield_1_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battlefield_1_screenshot\1.jpg;battlefield_1_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battlefield_1_screenshot\2.jpg
877;Battlefield 1942;Action;11 September 2002;Set in WWII realities, an multiplayer-focused FPS by Swedish studio DICE  though it includes a single player mode with bots as well. In Battlefield 1942 you take control of soldiers from one of the five countries fighting in the war. The character you control can assume one of five classes  Scout, Assault, Anti-Tank, Medic, and Engineer. The game offers 35 vehicles  starting with armored vehicles and tanks, through fighters and bombers, ending with different kinds of warships. The action takes place on 16 extensive maps modeled after real WWII battlefields. During gameplay you will visit the European, African, and Pacific theaters. Players are divided into two teams and try to hold control points  the key to success is cooperation.;Battlefield 1942 Gameplay (HD);https://www.youtube.com/watch?v=1-5jz3VP25s;Battlefield 1942.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Battlefield 1942.jpg;battlefield_1942_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battlefield_1942_screenshot\1.jpg;battlefield_1942_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battlefield_1942_screenshot\2.jpg
566;Battlefield 2;Action;21 June 2005;A first-person shooter and a sequel to the bestselling Battlefield 1942 (2002) and Battlefield Vietnam (2004) - both developed by DICE. Battlefield 2 is set in modern times and the singleplayer story campaign is centered around a fictional conflict between the United States, The People's Republic of China and the Middle Eastern Coalition. The player is put in the shoes of a soldier participating in a series of dangerous military operations, with various kinds of weaponry and vehicles (above all, the M1 Abrams tank and the UH-60 Black Hawk helicopter) at their disposal. The game stands out with its extensive multiplayer mode, which can be enjoyed via local area network or online. Also, Battlefield 2 offers high-quality visuals generated by the Refractor 2 engine.;Trailer Battlefield 2 [Official - HD];https://www.youtube.com/watch?v=fQ2c3Yj7Haw;Battlefield 2.jpg;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\Photos\Battlefield 2.jpg;battlefield_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battlefield_2_screenshot\1.jpg;battlefield_2_screenshot;C:\Users\Lenovo\Desktop\GamersHub\gamesFromCSV\images\battlefield_2_screenshot\2.jpg
